transaction_frequency,transaction_volume,session_duration,payment_diversity,international_activity,savings_behavior,credit_utilization,support_contacts,device_switches,peak_hour_usage,merchant_categories,account_age,true_segment,true_label
13.0,1534.208967810167,22.672693872037602,8.0,0.3882108544291924,33.62889571105483,100.31393499454998,0.0,5.0,0.6570352635878587,11.0,556.9541625251596,digital_natives,0
3.0,836.7733402656758,19.074637384773954,5.0,0.02050397109753324,0.05123791790925736,8.594808230411862,2.8145393853761425,1.0,0.2644390213206042,4.0,61.82020487461931,cautious_beginners,4
1.0,888.4110865840472,15.08102797664461,1.0,0.03754161684216673,0.21459069487455273,4.602996933356647,3.810549265659814,1.0,0.7370667727288469,2.0,47.362683585046454,cautious_beginners,4
1.0,1885.0583947281991,7.714225818641555,2.0,0.05655601083944136,92.16644224921393,0.05836861986472538,0.7043127906034621,2.0,0.7467674702491135,5.0,647.8436046982689,traditional_savers,1
7.0,10765.554635051712,50.337801282289846,3.0,0.4895480264740247,27.583929915665074,57.03146810651875,0.6149619270708254,4.0,0.8343838487779973,9.0,385.0380729291746,business_users,2
7.0,13420.599792127392,38.54163713223053,6.0,0.6618637217240539,13.434105110532876,71.49045999989174,0.4703623483177457,4.0,0.8895818452613165,7.0,529.6376516822543,business_users,2
1.0,3156.6806771747424,5.983559401632705,2.0,0.3570794329872722,105.4146984724649,21.360044160341914,0.3,0.0,0.9629392272729737,3.0,815.6058583945396,traditional_savers,1
1.0,6333.36067197576,6.827146183165523,1.0,0.21543084368878276,72.24228645899,44.68491814324298,0.0,1.0,0.7740210719023665,6.0,1539.519162050029,traditional_savers,1
5.0,3154.5135636432874,10.686520726666085,6.0,0.7579531957786128,29.55760033523118,39.79449994993334,1.7758009463107414,6.0,0.5867431611413845,19.0,112.09952684462927,international_travelers,3
1.0,363.2897232294929,3.9633420225547935,1.0,0.05565271294964366,4.833823114328494,,2.7926974375310163,0.0,0.36016115495171414,3.0,69.10085415632787,cautious_beginners,4
5.0,2786.3368427096625,16.510067681291595,10.0,0.869240479521371,25.517457209293955,9.49420472112098,0.8022243073093966,9.0,0.2768913707613125,16.0,197.7756926906034,international_travelers,3
13.0,527.4879430161612,25.233927251261207,16.0,0.1663358711629749,17.92802419924504,80.49609757745456,0.6708966313461767,7.0,0.45183306889637836,7.0,329.1033686538233,digital_natives,0
16.0,5186.5124204002805,27.360600933568065,8.0,0.12769287287174594,6.993132981472812,22.772260246262753,0.0,5.0,0.6677043793070213,10.0,212.43842358769302,digital_natives,0
2.0,8410.68629455212,12.032179833415789,4.0,0.14327922060015214,182.39522330633065,20.548701481308782,0.0,2.0,0.6690572965159571,3.0,1019.0020622138159,traditional_savers,1
1.0,5874.225742041039,7.870614235215548,1.0,0.11937205556157475,182.43630629034044,8.997449033259054,0.6,1.0,0.7692175450233305,4.0,892.0434996572669,traditional_savers,1
1.0,2161.6481579740416,12.79689866514065,1.0,0.06279954824866839,6.7153820458017,11.02081418979779,2.965023836458927,0.0,0.6127497584893715,3.0,11.658721180357686,cautious_beginners,4
5.0,6968.3446696864485,28.044711769056406,9.0,0.26749390866629796,53.662781214341145,92.9254545194,0.3455459878956534,5.0,0.3737430599237392,12.0,654.4540121043466,digital_natives,0
1.0,1231.8159641483087,30.116370364352033,2.0,0.05995285928181267,5.383275190860985,0.49831845493556715,3.836711084734254,1.0,0.18660932090556823,4.0,40.82222881643652,cautious_beginners,4
2.0,14686.639784623014,14.677415597648134,1.0,0.00040156641329689574,90.25930696062343,10.405344222362352,0.0,2.0,0.6541651362638722,5.0,1024.7392707036572,traditional_savers,1
3.0,5752.238212262309,7.272210426711312,2.0,0.005047140781984199,90.08947194604366,39.377998243984294,1.745894394768865,4.0,0.8739364783172098,5.0,650.8211210462271,traditional_savers,1
1.0,5196.024992524527,10.123422738563658,2.0,0.11232729612386735,149.08146790945926,26.818519052089872,0.0,0.0,0.5876384988666531,6.0,1498.7182793500754,traditional_savers,1
9.0,18356.322322748165,50.17812658054151,7.0,0.5499900957833983,16.268810261503948,93.53990657693333,0.6,3.0,0.7883874414715435,8.0,878.4750161649006,business_users,2
1.0,1160.1879654668583,15.424469957744535,1.0,0.06831492029103324,0.632290984050176,4.066612023463347,3.8616799883336372,0.0,0.23954603454913775,3.0,34.580002916590715,cautious_beginners,4
1.0,3865.446257316564,20.053800704390646,6.0,0.7893964392348838,22.547736235535393,83.51671247309378,1.3045404902056132,5.0,0.619951980145561,17.0,347.7297548971933,international_travelers,3
0.0,7626.945005965685,6.532843719457807,5.0,0.11709874223591879,208.84154574785293,25.046782012369924,0.0,4.0,0.8175591513343355,5.0,1167.9085256695107,traditional_savers,1
0.0,1025.667908714772,5.436443103173105,1.0,0.018932089540321998,4.74401968714475,1.90597878477352,3.834641743176552,0.0,0.6376059602224534,4.0,41.339564205862004,cautious_beginners,4
1.0,7889.895095816853,5.341332749708531,4.0,0.08543405720384549,156.47519167503066,10.182538260674137,0.6,1.0,0.9712607487126884,3.0,1271.4132855146124,traditional_savers,1
5.0,4382.333505507662,17.353763191930874,7.0,0.21272300048706352,28.952195958574734,71.44355896914928,0.6883858695781563,7.0,0.2771251155227912,16.0,311.6141304218437,digital_natives,0
7.0,18928.180156654424,19.44664082490304,5.0,,22.865415771918226,64.24434279149207,0.4722273049995904,6.0,0.1873371809652798,17.0,527.7726950004096,international_travelers,3
11.0,3107.889649081089,20.360280841606347,13.0,0.36462838976907674,18.465602529483657,49.226367274281635,0.0,6.0,0.49790086210658857,13.0,1050.080610549598,digital_natives,0
1.0,3413.373322880329,5.900448039567302,3.0,0.09753890145358797,111.69705407748778,31.052195267903226,0.3,0.0,0.8101372364012062,3.0,1553.588936740258,traditional_savers,1
10.0,8.290833276245266,4.229275810620154,8.0,1.0,5.998816172831042,5.933399820367662,9.27694081131526,,1.0,6.0,1.7521374466060178,noise,6
8.0,2649.225670148558,17.44336933210248,12.0,0.056763718243354355,34.42597815691958,75.05647666177602,0.8353303728296166,8.0,0.5697373617606707,16.0,582.3348135851917,digital_natives,0
3.0,2188.8762787008604,19.61729906508927,7.0,0.10663435894988353,26.96171292398731,39.79896423597472,0.6606852133883607,4.0,0.4872642476034054,13.0,339.31478661163925,digital_natives,0
0.0,6366.760540971835,8.516239206459012,2.0,0.1796109414199751,119.75549493827653,21.89718133062019,0.8999999999999999,1.0,0.8122693347698052,7.0,810.3570591897098,traditional_savers,1
10.0,2903.1985245043666,40.27553543439086,12.0,0.3052576652286993,25.0826071961938,67.37515420988817,0.34879696186483167,4.0,0.6351841310314891,12.0,651.2030381351683,digital_natives,0
10.0,3581.388844231553,29.418849472264434,11.0,0.6108342291451259,24.88290154969244,77.71971375242495,0.724774772247571,6.0,0.7008953070044422,15.0,275.225227752429,digital_natives,0
7.0,226.45116036852883,16.14114090371149,8.0,0.7426454021569768,15.939525480027843,28.723013222711913,1.3976264914878604,3.0,0.43736257541106965,13.0,301.18675425606983,international_travelers,3
13.0,10247.698406388608,44.568015306553264,6.0,0.5550235395031301,26.284567349221113,86.42384853550381,0.5807476708639987,4.0,0.9151056084994725,8.0,419.25232913600126,business_users,2
2.0,5891.759643888845,5.768009994668838,2.0,0.08508242495945456,119.96595012590478,25.20593673428309,0.3,0.0,0.6769736527930453,4.0,726.3969114252939,traditional_savers,1
0.0,898.5125050672528,6.644515314190901,1.0,0.07873326554608968,1.632958453856014,4.5431480776471345,3.917159910825014,1.0,0.7594572781328992,3.0,20.710022293746526,cautious_beginners,4
1.0,536.8973402716301,11.43222749602864,1.0,0.037268749009808415,0.057962639759506086,14.99412797253988,2.7809923985935603,0.0,0.1339396019187697,4.0,73.00253380214659,cautious_beginners,4
0.0,606.5470235273579,47.70041643469503,2.0,0.0019198185574590184,22.5288778520955,9.499208488301662,1.9636334860553828,0.0,0.5165708150795792,5.0,18.183256972308616,cautious_beginners,4
4.0,7689.0761898029705,11.747063621662118,7.0,0.0007848459997726802,130.93976767483525,34.166570049708426,0.3,0.0,0.3665817949135224,6.0,826.8216200070992,traditional_savers,1
5.0,684.0219277056643,13.626831046088201,8.0,0.3173293241218981,11.220789662215807,93.18333535070163,1.1531547938066504,6.0,0.9938581982934311,10.0,423.4226030966747,digital_natives,0
3.0,766.3781974969617,5.838853218110989,2.0,0.06329299820217142,5.085246093901126,2.8215636934302726,3.9020694384404497,0.0,0.7166065566423299,4.0,24.482640389887536,cautious_beginners,4
9.0,1611.441269126496,25.586049230880505,6.0,0.1210818850565293,21.117605830160908,52.450361418558344,0.0,7.0,0.4810545806718077,11.0,598.8889147835507,digital_natives,0
9.0,2.0765236078325455,8.445011267299193,10.0,1.0,8.800967234617488,1.5459889676149736,1.9211841108162946,6.868262452074359,1.0,9.0,1.3018987890918605,noise,6
6.0,7.116114932164097,5.57113084528873,8.0,1.0,8.911967782234168,5.452723750008457,3.5858264974572944,2.6908647216531634,1.0,6.0,4.432038052373723,noise,6
11.0,20781.56400611816,10.899718020400314,9.0,0.575938879958771,31.706003685363722,47.308432461944115,0.820694240978228,2.0,0.5633351774791014,13.0,179.30575902177205,international_travelers,3
2.0,718.50408828572,15.793927117795354,3.0,0.10248157757410581,1.7483457453644038,9.747982581181105,4.791703021532795,1.0,0.3873715721256708,4.0,41.65939569344105,cautious_beginners,4
12.0,9132.901585403226,43.14284393139768,8.0,0.39568661741652494,36.013551712530315,90.92093086531604,0.9977566850510218,1.0,0.6684498248221994,8.0,501.12165747448915,business_users,2
1.0,7088.6142377408505,8.86419976501306,6.0,0.11460857105406956,196.2597707169754,6.4667303995331515,0.3718016754378971,0.0,0.7509799034442366,4.0,628.1983245621029,traditional_savers,1
8.0,17007.41399600162,34.82200312565468,11.0,0.4211224199381622,14.310110923170253,95.92260859935179,1.2195326218711713,4.0,0.7927353411887248,7.0,593.4891260429429,business_users,2
11.0,10326.00075449605,16.23963798953571,10.0,0.5707043043524159,10.80113754988062,17.380305740223093,0.7525513341262636,3.0,0.342932030426661,9.0,247.4486658737364,international_travelers,3
8.0,8355.995409823328,62.453715625060894,6.0,0.5023334112029755,9.933506930299925,102.15577051791345,1.0892708164770115,2.0,0.7526941283869095,8.0,455.36459176149424,business_users,2
9.0,620.1877026997657,19.611664425885827,10.0,0.16815863235237952,50.36809765394872,97.51578817056107,0.0,6.0,0.27998790037389804,15.0,432.56898032867616,digital_natives,0
5.0,424.83699887331915,13.815728446840486,1.0,0.009230115021853256,6.908839060381214,0.2617658702349925,4.818634393102485,0.0,0.37606930255439763,6.0,36.27312137950298,cautious_beginners,4
1.0,783.5921728659524,8.310469090186764,1.0,0.008010414468926457,18.417409028770766,0.17031663652317242,3.965399329777819,0.0,0.6008083914478858,7.0,8.650167555545256,cautious_beginners,4
0.0,193.21045968059528,3.557594512529634,9.0,0.8059088578129258,0.0,100.21,0.0,9.0,0.5637741672214922,16.0,7.0,fraudulent,5
0.0,813.8126764842228,6.621609475705957,2.0,0.11540810786612153,12.264136961670092,3.5078619611610122,1.9164506963748122,0.0,0.2523609306631242,3.0,41.77465181259386,cautious_beginners,4
1.0,5455.413601650559,5.855172380230608,3.0,0.12446272974105285,101.93772960977215,49.51054027765108,0.6,1.0,0.5581737971555237,4.0,1063.1292126716412,traditional_savers,1
7.0,24428.11135683689,24.530585344020952,11.0,0.6125256891646527,70.68798100526355,42.84937351830784,3.5013636222602464,8.0,0.23570096638787044,12.0,124.65909443493842,international_travelers,3
3.0,1092.7996606502863,26.81011729855285,1.0,0.008704698480662396,9.463319472184775,0.32692494655394555,3.6710657619445755,1.0,0.39761861348002153,3.0,82.23355951385612,cautious_beginners,4
4.0,4512.542965687213,7.183406323991619,4.0,0.38711232503036597,81.68966111983772,18.798432752010907,0.0,0.0,0.584890942616458,7.0,1060.8160877721898,traditional_savers,1
2.0,1381.8598358467896,10.064289378907622,1.0,0.01944782106365523,0.7945561006143108,6.21732685218817,3.795905546681443,2.0,0.6229062415310187,3.0,51.02361332963918,cautious_beginners,4
10.0,740.9911438981444,19.35294543673173,11.0,0.41131462217571535,26.38075032278025,72.91033200345954,0.0,,0.7124040324843885,15.0,359.33661324266086,digital_natives,0
11.0,7247.280070462016,29.390107468306606,10.0,0.30562878564793783,19.016488881620603,40.65803318567525,0.5132632685943501,4.0,0.9156119125427122,7.0,486.73673140564983,business_users,2
1.0,472.2339561001868,14.945628968369277,2.0,0.05694364875133818,17.805144109220315,9.99632004626045,1.8671019268533526,2.0,0.1118140363256492,1.0,66.4490365733237,cautious_beginners,4
2.0,10466.400932372331,9.101844724011478,2.0,0.0705871907376078,112.37354397176506,,0.0,0.0,0.5429576410966311,6.0,1236.1797035612333,traditional_savers,1
5.0,3126.0399071299726,25.40588539786497,11.0,0.5616788986055102,13.112633595115888,30.637257675986913,0.0,7.0,0.4650213099282708,16.0,129.95063293830378,international_travelers,3
8.0,7297.338162978374,17.3309259567635,6.0,0.17702764461278764,22.753262652881745,84.72058295190291,0.0,8.0,0.29532874300854084,13.0,719.1501478634322,digital_natives,0
6.0,1811.2830990398338,28.29659252329086,9.0,0.09964270049123182,15.417429195018318,58.91599458482462,0.43168320368021385,6.0,0.607021873883804,14.0,568.3167963197861,digital_natives,0
14.0,7257.269216313117,32.401826129419085,7.0,0.7739583838583055,4.889344297777777,73.12748788757426,0.9097458821852993,,0.962141605443554,7.0,545.1270589073504,business_users,2
15.0,14761.34860162019,54.59382409737039,7.0,0.20611760341194707,9.404307054791559,50.77793440581342,1.2202728031113272,3.0,0.8454424637087076,5.0,389.86359844433645,business_users,2
9.0,16140.745834369702,61.703662822684784,6.0,0.7021574170899082,15.794701288528769,94.86059730251418,0.0,3.0,0.8349273954779427,4.0,440.5603056269292,business_users,2
0.0,2568.767892954721,13.447035076514018,2.0,0.008386367979707179,2.338082520371742,30.62449453018692,5.858367489326557,1.0,0.3163012079115148,1.0,23.605418445573854,cautious_beginners,4
2.0,3923.4780278157446,9.631296373289214,4.0,,113.9630740835407,33.71825194471133,0.0,0.0,0.6299070054154937,6.0,788.3038850276369,traditional_savers,1
7.0,17511.23620061982,28.726443866866546,4.0,0.3772040828818536,31.58119910605311,57.22848278050881,1.0221426478647373,3.0,0.5969138920012665,7.0,488.92867606763133,business_users,2
16.0,14685.443082223866,36.732998978907816,8.0,0.4270660873016585,8.075199370633333,,0.6470886917013705,2.0,0.8833008537606201,13.0,352.9113082986295,business_users,2
6.0,9303.66408375475,16.6329662525277,9.0,0.6832559435713742,18.252980093268516,64.83686020611668,1.5713182804731995,3.0,0.7424069678038215,12.0,214.34085976340026,international_travelers,3
3.0,2365.7011057680975,5.480230845251569,7.0,0.0532172748701033,150.18920765539357,22.428407891034354,0.3,0.0,0.8113418577774044,8.0,1227.9095054956347,traditional_savers,1
10.0,5.424270593737531,6.28319158736292,8.0,1.0,4.0089612314948315,7.078689274344702,7.804947214747616,7.155675498170877,1.0,5.0,3.0105966760573595,noise,6
3.0,4129.87977721206,5.776332467547064,2.0,0.058087600386391,161.37513692420578,13.33844714817041,0.0,1.0,0.5490672960809991,5.0,865.8743334427777,traditional_savers,1
3.0,1568.9690878536524,47.70200523951995,3.0,0.019281110230903457,5.952680180287309,4.371686539178705,4.855554552289568,0.0,0.6841094293755978,3.0,28.889089542086417,cautious_beginners,4
9.0,1903.9449583240896,23.648747018901442,9.0,0.09285085376701938,28.779789153706457,92.91558854131698,0.0,5.0,0.22622744064242728,18.0,863.1725123958419,digital_natives,0
11.0,2020.6840475287136,19.54200630759425,10.0,0.34131715181653677,37.2359853697137,24.02409483508559,0.5232447529079013,2.0,0.748691124787854,11.0,476.7552470920987,digital_natives,0
0.0,319.0353822369687,9.067315971133326,2.0,0.07948445712798184,2.388623020078395,1.2725893977914975,0.0,0.0,0.13878423151029254,2.0,56.53017973329799,cautious_beginners,4
5.0,1001.9285890661725,26.036320149758744,11.0,0.05897848749619191,25.297116841790714,96.12470291574525,0.4818520872746419,2.0,0.7376572230916681,15.0,518.1479127253581,digital_natives,0
6.0,7833.9956001969695,15.607054798189715,10.0,0.21509547180300106,7.829489740441572,54.64602966458626,0.0,5.0,0.6110334899265082,12.0,527.2100552300512,digital_natives,0
0.0,2248.7443157094017,9.981019123679513,2.0,0.036366803280225124,0.383654637341685,2.760528120708231,4.883609333230686,0.0,0.6884951764570278,5.0,23.278133353862998,cautious_beginners,4
12.0,1967.8124058944093,19.980557997371292,11.0,0.5657156336973649,17.058820953323565,55.77613738647826,1.1363853934872785,9.0,0.3695093850119655,14.0,431.8073032563608,digital_natives,0
7.0,11093.340115306977,50.573560078041105,7.0,0.5923022973450391,50.68383300768809,47.510698114446136,0.6616804638092009,1.0,0.8955750968576471,12.0,338.31953619079917,business_users,2
15.0,3178.1268262781027,18.38651071974406,8.0,0.18643812445478186,57.83756157134492,83.7812404663777,0.0,5.0,0.6351000482842079,14.0,321.37578449571953,digital_natives,0
1.0,571.7903765374336,13.855050186539913,1.0,0.14703576259110407,8.468791838466036,3.952120579360604,5.82967503430842,0.0,0.8868133293159721,2.0,28.387494281930042,cautious_beginners,4
17.0,1003.0761124219079,20.475055796659138,10.0,0.3878687357248128,21.161386209027885,23.080673296272654,0.0,6.0,0.7111470649607675,15.0,303.02294953017594,digital_natives,0
20.0,8270.982309529825,37.391860395355025,6.0,0.2376844366983706,12.127213777622678,84.90512166825266,1.2453127757218008,3.0,0.6406524327562905,8.0,377.3436121390996,business_users,2
1.0,5767.572981472463,8.75965953157133,6.0,0.3020125679138164,66.69261014787452,5.747531747567262,0.0,3.0,0.6243084821198582,6.0,1675.360095737295,traditional_savers,1
6.0,5.189685789940956,1.8057272225258063,1.0,1.0,7.33987239230454,1.8053711046046097,8.097686063919419,6.513468958043745,1.0,1.0,3.3371643024742528,noise,6
10.0,23109.26880548159,44.06731664773315,6.0,0.3629009584301445,11.271833169488552,81.08627433652163,2.1,3.0,0.7670984087318186,12.0,964.1628376263054,business_users,2
14.0,3201.0448557850546,18.710166839682508,9.0,0.5159479045128598,15.85378939474084,50.1968115878503,0.3,5.0,0.23072637552586153,14.0,715.1439583649932,digital_natives,0
2.0,1881.6478498445983,10.61023075728008,1.0,0.04782498544198458,3.752549595187484,17.360090895802646,5.883019845032843,0.0,0.28057712526636364,2.0,19.496692494526112,cautious_beginners,4
1.0,4407.756552099473,10.805393763073223,3.0,0.0758075709454155,140.65765825785843,24.12074733206084,0.0,3.0,0.3926116591940562,7.0,647.6347582758859,traditional_savers,1
2.0,4584.420568048614,12.015911755585272,3.0,0.03639412476121955,167.66834392962005,15.904522646996567,0.6,0.0,0.5478649724913506,4.0,1281.334320324951,traditional_savers,1
1.0,534.1057652687379,10.580201851541322,3.0,0.01857845635472104,7.5939395324077985,7.2488365585510905,0.9534566610366906,1.0,0.28774045052035285,4.0,46.54333896330944,cautious_beginners,4
0.0,2653.8729585885917,7.7945461846359985,3.0,0.0364672462933856,110.08054647993524,11.439396782061184,0.0,,0.8553228154528096,4.0,780.8110040825774,traditional_savers,1
4.0,7.799989504037649,2.932706720652507,5.0,1.0,9.093893992501505,1.4249259546375188,1.0181527914378523,6.059168190768015,1.0,3.0,8.732245075543812,noise,6
3.0,114.46974279043276,3.739428453912103,9.0,0.6044422346938534,0.0,95.68400000000001,0.0,8.0,0.8440151797516804,17.0,24.0,fraudulent,5
10.0,21369.832431264687,53.8341395434054,6.0,0.5899750611499207,11.722052369553227,45.140369464346136,1.2243777891407381,5.0,0.7275211312920742,8.0,591.8740702864205,business_users,2
1.0,174.66684476591908,14.17531332667523,1.0,0.052307634482141124,1.8802850945466152,8.77993322989251,1.9858293044022064,1.0,0.4237504464255525,2.0,7.085347798896747,cautious_beginners,4
1.0,6224.683026541053,8.090576406601743,2.0,0.02429697851071274,117.6683362300668,16.19659191743821,0.6,3.0,0.7089570560263961,6.0,898.1396247069611,traditional_savers,1
1.0,681.5517304973357,49.88297934242,1.0,0.016020974114677324,8.49331210214433,7.349778877023925,2.9566022808546983,0.0,0.8530984147916539,2.0,14.465906381767308,cautious_beginners,4
21.0,3340.1254779971246,56.21974528885419,6.0,0.7724797254892352,19.377421438102573,81.55337205468365,0.6,5.0,0.49784764695067196,7.0,755.8081619960969,business_users,2
2.0,16348.585936107762,6.2418608815681775,1.0,0.012590625539157008,73.90754590079388,13.201547442168897,0.3,2.0,0.8943163813434095,8.0,1050.228063252543,traditional_savers,1
3.0,2837.002585084682,8.857433099844808,1.0,0.18397254596777676,111.18925593605489,35.68944569596235,0.6,1.0,0.751769167913375,8.0,857.8408601451405,traditional_savers,1
2.0,415.92191734041427,10.00965887115839,2.0,0.01462821338314273,4.658001670184874,9.23129636115815,4.831004371071451,0.0,0.21166175394651035,2.0,33.79912578570981,cautious_beginners,4
7.0,2701.584828031611,16.895387180324313,6.0,0.14126674946898493,18.726806708867915,66.96415278786964,0.7254815499217773,5.0,0.6141675933986147,13.0,274.51845007822266,digital_natives,0
1.0,727.491344953746,4.012252150211132,2.0,0.08119947629072366,2.1600596788132194,10.556760962855034,3.7118644951944186,0.0,0.49756356771411603,2.0,72.0338762013953,cautious_beginners,4
8.0,11822.210426293406,18.65758923231389,6.0,0.9083440561336752,33.38670581621862,59.285001438237444,0.5223694124081436,2.0,0.5811242930726063,14.0,477.6305875918564,international_travelers,3
8.0,4045.523794048781,32.86240493254765,7.0,0.43599755472572305,33.70584973396642,,1.5325594217132763,1.0,0.925011997048634,8.0,233.72028914336184,business_users,2
10.0,1892.1788510767158,24.392511985475558,11.0,0.13523791330037616,16.569293766986135,27.46966877077463,0.7384746066381058,3.0,0.5700550094955048,14.0,261.5253933618941,digital_natives,0
0.0,1276.4439689048113,5.263865420202608,2.0,0.008855610022600971,2.052261279827476,9.781921930079038,2.9661332283773567,1.0,0.7199509174499354,2.0,11.2889238742144,cautious_beginners,4
3.0,5101.001942301231,9.548041843125631,6.0,0.030099905644149407,120.7717572433355,11.24744826857794,0.0,1.0,0.6284009732092122,3.0,1176.2162242800875,traditional_savers,1
3.0,1671.1756436457144,16.17287395342275,7.0,0.7303816848565026,8.585811694476638,26.6765410106632,0.7029231008399346,5.0,0.6480959847824374,17.0,297.07689916006535,international_travelers,3
9.0,3609.8910387718993,22.004224806064826,5.0,,39.11176815190432,60.8760642130612,0.0,7.0,0.9340460142038128,13.0,369.58723545635127,digital_natives,0
1.0,1036.7145698900695,6.446035533124751,2.0,0.11834342442331645,5.1483830844401925,13.972368957235762,1.9038688583724714,0.0,0.4924057723401016,4.0,48.065570813764296,cautious_beginners,4
23.0,23227.09732916214,3.516859866879007,8.0,0.8128397638241834,0.0,0.0,0.0,4.0,0.7288435664605629,17.0,14.0,fraudulent,5
1.0,6096.999806887275,10.3959207466943,2.0,0.16786228107823442,78.5002165182101,47.59348764189021,0.6,3.0,0.7805266908260148,3.0,1007.3058891397791,traditional_savers,1
3.0,639.4116953678244,16.884847567442726,6.0,0.8004558362302084,4.997270121409233,65.21886256860411,3.5666413494316562,3.0,0.38306048731065306,19.0,108.33966264208595,international_travelers,3
16.0,10785.043181855493,29.385213587127772,12.0,0.38735441139975063,38.927397986867604,93.70240841713651,0.3243825719850002,5.0,0.23802956174864773,11.0,675.6174280149997,digital_natives,0
8.0,1025.1358151977615,31.83036312934209,11.0,0.6312223229239141,31.44445615689814,97.32184322474006,0.384130316680807,6.0,0.7981228960181319,9.0,615.869683319193,digital_natives,0
0.0,521.442912934446,0.08160593714715998,8.0,0.5774969824972579,0.0,100.05999999999999,0.0,12.0,0.6842558134085921,16.0,2.0,fraudulent,5
9.0,9801.24563491669,51.07426283691509,7.0,0.4874033961494617,15.806928509559256,99.54682210753994,1.278729186293269,4.0,0.6418694884092048,9.0,573.7569379022436,business_users,2
